,content
3811,"THÔNG TIN THÊM VỀ TNLT TRẦN THỊ XUÂN

#TNCG - Hôm nay tôi mới đọc được tin về tình hình sức khỏe của Chị được thân nhân gia đình Chị Trần Thị Xuân (một tù nhân chính trị) đang bị giam giữ tại giam số 5 đặt tại Thanh Hóa viết mà cảm thấy thật xót xa. Sức khỏe chị ngày càng tệ đi.

Chị Xuân trong vụ án bị nhà cầm quyền cáo buộc tội danh HOẠT ĐỘNG NHẰM LẬT ĐỔ CHÍNH QUYỀN, và bị kết án trong một phiên tòa BÍ MẬT vào tháng 4 vừa qua với bản án vô cùng nặng nề. Bản án vô nhân đạo đó đã chứng minh cho nhà cầm quyền cộng sản là một chế độ phi pháp, chế độ man rợ, họ thiết lập chế độ nhà tù trên toàn cõi Việt Nam. 9 năm tù giam và 5 năm quản chế là bản án đã tuyên cho chị.

Chị Xuân là một người độc…"
3812,"#TNCG - NGƯỜI TA BIẾT RỒI NÊN KHÔNG XÀI, KHỐN CHO NHỮNG KẺ ĐÃ ĐẦU ĐỘC DÂN VIỆT MẤY CHỤC NĂM NAY."
3813,"ĐỨNG TRƯỚC XÃ HỘI BẤT CÔNG CHÚNG TA KHÔNG THỂ LÀM NGƠ KHÔNG LÊN TIẾNG

#TNCG - Bài giảng: Thánh lễ cầu nguyện cho Công lý & Hòa bình tại nhà thờ Thái Hà

Ngày 25/11/2018

YT2.PICS.EE
Chúng ta không thể làm ngờ không thể không lên tiếng - Lm. Gioan Nguyễn Ngọc Nam Phong, DCCT"
3814,"THẾ HỆ CỦA TÔI – MỘT THẾ HỆ VỨT ĐI?

#TNCG - Bạn của tôi ạ, bạn hỏi tôi đang nghĩ gì trong đầu ư?
Tôi cũng như bạn vậy. Tôi không hiểu các bạn nghĩ gì trong đầu.

Các bạn không thấy một ngày của các bạn trôi qua buồn tẻ sao. Các bạn trao nhau những câu từ nhạt thếch. Các bạn tung ảnh tự sướng. Các bạn vào mạng xã hội chửi một thằng hiếp dâm. Một thằng đâm cha, chém mẹ, và châu đầu vào cái quần lót của 1 người mẫu để mà bình phẩm v.v Các bạn tung tăng khắp nơi, trợn mắt dòm dòm từ cái chuồng xí trở đi, miệng trầm trồ xuýt xoa: „Ồ, lạ quá, đẹp quá“. Các bạn về ưỡn bụng, vắt chân chữ ngũ mà thầm nhủ ta là người hạnh phúc nhất đời.

Các bạn có bao giờ mơ thấy những gì lớn lao hơn chuyện ngày mai sẽ…"
3815,"#TNCG - Tiếp Sóng: THÁNH LỄ CẦU NGUYỆN CHO CÔNG LÝ VÀ HÒA BÌNH

Ngày 25/11/2018 tại nhà thờ Thái Hà"
3816,"TÙ NHÂN NHƯ CÁ CHẬU CHIM LỒNG

Bài viết của tác giả Đỗ Ngà: ''RA TAY''

#TNCG - Tù nhân như là cá chậu chim lồng của chính quyền CS. Cá trong chậu có cần phải thuốc không? Thông thường chẳng cần, nhưng với tù nhân lương tâm (TNLT) Trần Huỳnh Duy Thức thì lại khác. Thử phân tích xem lí do tại sao chính quyền lại giở thủ đoạn tàn độc đến như vậy?

Như ta biết, TNLT có có sức ảnh hưởng xã hội luôn là con cờ trong tay của chính quyền. Nói đúng hơn, TNLT là người công dân mà chính quyền này đem ra buôn bán đổi chác để lấy những thỏa thuận ngoại giao nào đấy nhằm khoe khoang với thế giới rằng ""đảng và nhà nước rất nhân đạo"". Và quan trọng hơn, đó là để dập tắt hình ảnh có tính biểu tượng của tù…"
3817,"#TNCG - NHỮNG NẠN NHÂN CỦA CHẾ ĐỘ ĐỘC TÀI - LM. NGUYỄN DUY TÂN

YT2.PICS.EE
Những nạn nhân của chế độ độc tài đàn áp biểu tình - Lm. Nguyễn Duy Tân"
3818,"CỘNG ĐỒNG NGƯỜI VIỆT TẠI HAMBURG, ĐỨC HƯỚNG LÒNG VỀ TNLT VIỆT NAM"
3819,"CỘNG ĐỒNG NGƯỜI VIỆT TẠI HAMBURG, ĐỨC HƯỚNG LÒNG VỀ TNLT VIỆT NAM"
3820,"SỐNG VÀ LOAN BÁO TIN MỪNG - ĐGM PHAOLÔ NGUYỄN THÁI HỢP

#TNCG - Bài giảng: Thánh lễ Truyền chức Linh mục và Bế mạc Năm Thánh mừng kính các Thánh Tử Đạo Việt Nam tại Linh Địa Trại Giáo GP. Vinh

YT2.PICS.EE
SỐNG VÀ LOAN BÁO TIN MỪNG - ĐỨC CHA PHAOLÔ NGUYỄN THÁI HỢP"
3821,"ANH TRẦN HUỲNH DUY THỨC BỊ ĐẦU ĐỘC

#TNCG - Chiều nay, 24/11/2018, gia đình anh Thức đến trại giam số 6, tỉnh Nghệ An, thăm anh theo định kỳ hàng tháng.

Sau khi đọc bài hát viết tặng cha mình, anh Thức nói ngay rằng cách đây 4 ngày (tức thứ Ba vừa rồi), lúc 5h15 khi thức dậy vào sáng sớm hàng ngày, anh thấy chóng mặt chao đảo, đo huyết áp thì kết quả rất cao (150/110), mồ hôi tuôn ra rất nhiều, nước uống vào bị ộc ra, có lẫn một vài sợi máu tươi.

Khi anh nằm nghỉ một chút thì bỗng rất nhiều mật vàng, mật xanh trong người trào ta, khiến quay cuồng đầu óc. Nhân viên y tế của trại giam khám, nói anh bị ""tuần hoàn não"" và cho uống 2 viên thuốc, nhưng ngay lập tức lại trào ra hết.

Đến 7h sáng,…"
3822,"CÔ GIÁO Ở QUẢNG BÌNH BẮT CẢ LỚP TÁT BẠN ĐẾN MỨC NHẬP VIỆN

#TNCG - Sự việc xảy ra 19/11, khi học sinh Nhật. nói tục tại sân trường và bị đội cờ đỏ nghe thấy, ghi lại. Cô Nuyễn Thị Phương Thuỷ - giáo viên chủ nhiệm lớp 6.2 trường THCS Duy Ninh bắt cả lớp, mỗi người tát vào má em Nhật. 10 cái để phạt hành vi nói trên.

Được biết, tổng số học sinh lớp 6.2 là 27 học sinh thì có 23 học sinh tát vào má em Nhật Cô giáo Thuỷ quy định người nào tát không mạnh thì sẽ bị phạt ngược lại bằng 10 cái tát, nên học sinh nào cũng tát vào mặt em Nhật khá mạnh.

Do quá đau, em Nhật văng tục thì tiếp tục bị cô Thuỷ tát thêm một cái nữa. Tổng số học sinh này phải hứng chịu là 231 cái tát.

Trở về nhà, Nhật bị sưng hai má, nóng ran, khó ăn uống nên người nhà đưa em nhập viện tại Bệnh viện đa khoa Dinh Mười (huyện Quảng Ninh). Đến sáng 23/11, em Nhật được ra viện nhưng không dám đi học vì tâm lý chưa ổn định."
3823,"TNLT NGUYỄN VĂN HÓA GỬI THƯ THĂM GIA ĐÌNH.

#TNCG - Trong thư TNLT Nguyễn Văn Hóa cho gia đình biết về tình trạng sức khỏe của Anh vẫn ổn sau khi mổ khối u ở mông. Và sống tinh thần cầu nguyện, dâng việc lành ngay trong chốn lao tù cho các Linh Hồn trong tháng 11.
Căn dặn gia đình phải giữ khoảng cách với phía Trại giam trên tinh thần thượng tôn Pháp luật, không xin - cho, nhờ vả ...
Trong trại giam TNLT Nguyễn Văn Hóa cũng đã viết đơn tố cáo hành vi côn đồ của Phó trại giam Công An tỉnh Nghệ An đánh đập Anh khi bị trích xuất ra làm nhân chứng trong phiên tòa sơ thẩm xét xử TNLT Lê Đình Lượng tại Nghệ An ngày 16/08/2018
...
Ngoài ra TNLT Nguyễn Văn Hóa mong muốn các tổ chức nhân quyền .. quan… More"
3824,Thánh lễ Truyền chức Linh mục và Bế mạc Năm Thánh mừng kính các Thánh Tử Đạo Việt Nam tại Linh Địa Trại Giáo GP. Vinh
3825,#TNCG - NGƯỜI KITÔ HỮU CÓ SỨ MẠNG LÀM CHỨNG CHO SỰ THẬT
3826,"CHUYỆN KỂ VỀ SỰ NGẠO MẠN, THÔ BỈ VÀ SỢ HÃI CỦA TRUNG QUỐC TẠI APEC 2018.

#TNCG - Lần đầu tiên trong lịch sử 20 năm thành lập, hội nghị thượng đỉnh APEC kết thúc hôm Chủ nhật 17/11/2018 đã không ra được thông cáo chung, chỉ vì sự phản đối của một thành viên duy nhất – đó là Trung Quốc. Hội nghị thất bại, nhưng các quan chức Trung Quốc lại vỗ tay vang dội, trước sự ghét bỏ của những nhà ngoại giao các nước khác. Đó là ghi nhận của nhà báo Josh Rogin, được tờ Washington Post gởi đến Papua New Guinea để tường thuật về APEC.

Nhưng đó chỉ là sự cố cuối cùng trong suốt một tuần lễ qua. Đoàn đại biểu chính thức của Trung Quốc đã trình diễn một loạt những màn mà nhà báo Rogin đánh giá là hung hăng,…"
3827,"LUẬT SƯ GỬI ĐƠN YÊU CẦU ĐIỀU TRA VỤ VIỆC TÙ NHÂN LƯƠNG TÂM NGUYỄN VĂN ĐỨC ĐỘ BỊ ĐÁNH GẦN CHẾT TRONG NHÀ TÙ CHÍ HOÀ, TP HỒ CHÍ MINH.

#TNCG - Sau khi gia đình thăm gặp được Nguyễn Văn Đức Độ, một tù nhân lương tâm bị kết án 11 năm tù + ba năm quản chế cho biết:
Ngày 15/10/2018 vừa qua anh Độ đã bị ba người tù hình sự giam cùng phòng đánh gần chết, hiện nay đang điều trị tại phòng khám của trại giam Chí Hoà , TP Hồ Chí Minh.

Mặc dù anh Độ đã phản ánh sự việc với cán bộ (công an) quản giáo, yêu cầu được đổi phòng giam nhưng họ vẫn làm ngơ, dẫn đến Anh Độ bị các tù nhân hình sự đánh đến gần chết, đến nay vẫn chưa trở lại bình thường.

Gia đình đã gửi ĐƠN KÊU CỨU đến các cơ quan, đại sứ quán các nước cũng như Liên Hợp Quốc.

Hôm nay, luật sư của Nguyễn Văn Đức Độ đã gửi đơn đến Trại Giam Chí Hoà cũng như Viện Kiểm Sát TP Hồ Chí Minh, phản ánh sự việc. Yêu cầu điều tra, xử lý vụ việc.

Nguồn: Dong Huong langco ket noi"
3828,"ĐỘT NHẬP VÀO NHÀ THỜ ĐÒI GIẾT LINH MỤC ANTÔN ĐẶNG HỮU NAM

#TNCG - Hôm qua Lúc 13 giờ 57 ngày 22/11/2018, anh Nguyễn Văn Hoàng người xóm Tiên Khánh, xã Khánh Thành, huyện Yên Thành, tỉnh Nghệ An đã đột nhập vào nhà thờ, nhà xứ Mỹ Khánh chửi bới bằng những lời lẽ thô tục, đòi đánh và dọa giết Linh mục Antôn Đặng Hữu Nam.

Được biết anh Nguyễn Văn Hoàng là con rể của ông Nguyễn Văn Hội – Bí thư xóm Tiên Khánh và là cháu ruột của ông Nguyễn Văn Lịch – Bí thư xóm Khánh Hòa, thuộc xã Khánh Thành.

Trước đó nhiều người dân xóm Tiên Khánh và Khánh Hòa đã rất bất bình khi bổng dưng có tên trong danh sách đơn thư vu cáo Linh mục Đặng Hữu Nam gửi cho các cấp chính quyền và Giáo Hội. Trong đơn thư này có…

YT2.PICS.EE
Con, Cháu bí thư đột nhập vào nhà Thờ đòi giết Lm. Đặng Hữu Nam"
3829,"THỂ HIỆN NỖI UẤT HẬN CỦA NGƯỜI DÂN THỦ THIÊM

#TNCG - Bài phát biểu 5 phút của Nguyễn Thùy Dương tại Hội nghị Đại biểu Quốc hội khóa XIV, ĐB HĐND TP tiếp xúc cử tri quận 2. (Ngày 22/11/2018)

YT2.PICS.EE
Phát biểu nảy lửa của Nguyễn Thuỳ Dương thể hiện nổi uất hận của người dân Thủ Thiêm!"
3830,"TNLT SIU THÁI BỊ CÔNG AN ĐÁNH ĐẬP DÃ MAN ĐẾN MẤT TRÍ NHỚ

#TNCG - Theo tin từ Việt Nam, ngày 21/11, tù nhân lương tâm Siu Thái đang thi hình án tại nhà tù An Điềm, tỉnh Quảng Nam, đã bị công an đánh đập dã man dẫn đến trạng thái mất trí nhớ.

Trong lần thăm gặp với gia đình vừa qua, ông Siu Thái không nhận ra bất cứ ai trong những người thân của mình. Sức khỏe của ông suy yếu trầm trọng, phải có người dẫn dắt ông đi.

Được biết ông Siu Thái là người dân tộc JaRai, 40 tuổi. Ông đấu tranh bảo vệ nhân quyền cho đồng bào người Thượng nên bị chính quyền CSVN bắt vào ngày 07/04/2011 vì tội ” phá hoại chính sách đoàn kết dân tộc.” Ông bị kết án 10 năm tù và hiện nay đang bị giam giữ tại nhà tù An…"
3831,"TRIỂN LÃM HỘI HỌA: ""NÉT ĐẸP CÔNG GIÁO""

- Địa điểm: Nhà Thờ Thái Hà (180/2 Nguyễn Lương Bằng, Đống Đa, Hà Nội)

- Thời gian: Lúc 15 giờ, ngày 22/11/2018 đến ngày 30/11/2018; cao điểm là buổi tọa đàm lúc 15 giờ 00, thứ Năm ngày 29 tháng 11 năm 2018, dưới sự chủ tọa của cha Vinh Sơn Phạm Trung Thành

- Đơn vị tổ chức: Tông đoàn Gioan Phaolô II, Giáo xứ Thái Hà

- 36 tác phẩm của 16 hoạ sĩ Công giáo và ngoài Công giáo
……….

TRIỂN LÃM HỘI HỌA: ""NÉT ĐẸP CÔNG GIÁO""

Nhân kỷ niệm 30 năm (1988- 2018) các thánh tử đạo Việt Nam được tôn phong hiển thánh, Tông đoàn Gioan Phaolô II tổ chức tuần lễ triển lãm hội họa, với chủ đề ""Nét đẹp Công giáo"".

Triễn lãm trưng bày 36 tác phẩm của 16 họa sĩ Công giáo và…"
3832,"LINH MỤC GIÁO HẠT CẨM XUYÊN GIÁO PHẬN VINH TĨNH TÂM TẠI ĐAN VIỆN THIÊN AN

#TNCG - Đan viện Thiên An là một nơi lý tưởng cho các sinh hoạt đạo đức, bởi nơi đây có khí hậu trong lành, khung cảnh phù hợp cho việc tĩnh tâm. Do đó, có một nơi như thế này để lắng đọng đi vào sa mạc kết hợp với Chúa là một điều thật lý tưởng. Thế nhưng, trong thời gian qua sự tĩnh lặng của nơi đây đang bị xúc phạm một cách không đáng có bởi chính những con người mang hình bóng quỹ giữ. Không chỉ làm nhiễu sự tĩnh lặng đó, mà một số thế lực đã có những hành động xúc phạm đến cây Thánh Giá trong khuôn viên của Đan viện.

Ai trong chúng ta cũng đều biết rằng, Thánh Giá là Niềm Tin, là cốt lõi của Tin Mừng, là Đường…"
3833,"#TNCG - Ngày 22/11/2018, Lm. Nguyễn Duy Tân, Thăm Thượng Toạ Thích Vĩnh Phước, chùa Phước Bửu , Bà Tô, Bà Rịa

YT2.PICS.EE
Lm. Nguyễn Duy Tân, Thăm Thượng Toạ Thích Vĩnh Phước, chùa Phước Bửu , Bà Tô, Bà Rịa"
3834,"ANH NGUYỄN HỒNG NGUYÊN BỊ TUYÊN Y ÁN 2 NĂM TÙ

#TNCG - Sáng nay, ngày 22/11/2018, tòa án CS tại TP Cần Thơ đã tuyên anh Nguyễn Hồng Nguyên (Facebooker « Bồ Công Anh » y án sơ thẩm là 2 năm tù với tội danh “Lợi dụng các quyền tự do dân chủ xâm phạm lợi ích của Nhà nước, quyền, lợi ích hợp pháp của tổ chức, cá nhân”.

Anh Nguyễn Hồng Nguyên sinh ngày 10/7/1980, nguyên quán và thường trú tại TP. Cần Thơ. Là tài xế, nên anh Nguyên thường chạy xe thuê chở hàng cho chủ xe tư nhân, hoặc doanh nghiệp vận tải từ TP. Cần Thơ đi các tỉnh và ngược lại. Là người từng sinh sống nhiều năm ở Úc châu, trở lại Việt Nam định cư vào năm 2002, nên anh Nguyên hiểu được giá trị thật sự của tự do ngôn luận, tự do báo…"
3835,"NGƯỜI TRUNG QUỐC ĐẾN HOÀNG SA CHÀO CỜ, HÁT QUỐC CA TRUNG QUỐC

#TNCG - Việt Nam đã mất độc lập chủ quyền cũng như đã không thể làm chủ được đất nước bởi sự chi phối, điều hành của ngoại bang Trung Quốc

Hơn 94 triệu con dân nước Việt mà ở đó có 11 triệu cán bộ, đảng viên cũng như các vị cách mạng lão thành đã làm gì trước hiểm họa bị mất nước, nhà tan thành nô lệ đang trở thành công khai sự thật hơn bao giờ hết.

YT2.PICS.EE
Người Trung Quốc đến Hoàng Sa chào cờ, hát quốc ca Trung Quốc"
3836,"Cậu bé: Trước khi tạo dựng thế giới, Thiên Chúa làm gì?
ĐTC: ... ???"
3837,"THIẾT LẬP GIẢI THƯỞNG NHÂN QUYỀN LÊ ĐÌNH LƯỢNG VÀ THÀNH PHẦN BAN GIÁM KHẢO 2018

#TNCG - Tình trạng vi phạm nhân quyền tại Việt Nam ngày càng trầm trọng. Đặc biệt nhà cầm quyền Cộng sản Việt Nam gia tăng đàn áp trong 2 năm qua, nên nhu cầu đẩy mạnh các nỗ lực bảo vệ nhân quyền của dân tộc Việt Nam và cảnh giác dư luận thế giới trở nên bức thiết hơn bao giờ hết. Đây chính là động lực thúc đẩy Đảng Việt Tân thiết lập Giải Thưởng Nhân Quyền Lê Đình Lượng (xem Lời Giới Thiệu đính kèm).

Giải thưởng này do một ban giám khảo tuyển chọn và được công bố vào thời điểm 10 tháng 12, đánh dấu ngày Tuyên Ngôn Quốc Tế Nhân Quyền ra đời vào năm 1948 và cũng là ngày sinh nhật của ông Lê Đình Lượng. Khi bị kết…

VIETTAN.ORG
Thông Báo: Thiết lập Giải Thưởng Nhân Quyền Lê Đình Lượng và Thành phần Ban Giám Khảo cho năm 2018 - Việt Tân"
3838,"NHIỀU LÂN LÊN TIẾNG VỀ SƠN TRÀ, CHỦ TỊCH HIỆP HỘI DU LỊCH ĐÀ NẴNG BỊ KHAI TRỪ ĐẢNG

#TNCG - Ông Huỳnh Tấn Vinh, Chủ tịch Hiệp hội du lịch Đà Nẵng, người nhiều lần lên tiếng kiến nghị giữ nguyên hiện trạng bán đảo Sơn Trà bị khai trừ khỏi đảng Cộng sản.

Thông tin này được báo giới trong nước loan đi chiều 21/11 dẫn thông tin từ Quận ủy Hải Châu (TP.Đà Nẵng) xác nhận, đã chỉ đạo Ban Tổ chức Quận ủy phối hợp với các cơ quan chức tiến hành làm quy trình để xóa tên đảng viên đối với ông Huỳnh Tấn Vinh.

Theo báo Công an TPHCM, hồ sơ đảng viên của ông Vinh được chuyển từ Đảng ủy khối doanh nghiệp TP.Đà Nẵng về Quận ủy Hải Châu từ năm 2014. Từ đó đến nay, ông Vinh không trình nộp hồ sơ và tự ý bỏ…"
